iter	Logloss
0	0.6315574021
1	0.5815917157
2	0.5327397151
3	0.4898969377
4	0.4499892325
5	0.403263039
6	0.361679271
7	0.3307287072
8	0.3017270329
9	0.272232647
10	0.2473275585
11	0.2289784319
12	0.2098528442
13	0.1914302994
14	0.1714133147
15	0.1575561938
16	0.1438782204
17	0.1315136416
18	0.1201870086
19	0.1121417686
20	0.1031400183
21	0.0949902648
22	0.08762430272
23	0.0804851841
24	0.07363748906
25	0.06725177412
26	0.06216476684
27	0.05676384861
28	0.05271290804
29	0.04872115245
30	0.04514901826
31	0.04174940229
32	0.03837834961
33	0.03541759348
34	0.03278517433
35	0.03026894188
36	0.02801298752
37	0.02633523606
38	0.02455382444
39	0.02300443593
40	0.02142977667
41	0.02007631427
42	0.0188477236
43	0.01766503474
44	0.0165133984
45	0.01533713047
46	0.01441835736
47	0.01367671542
48	0.01283751707
49	0.01216504214
50	0.01149790839
51	0.0108323798
52	0.01017978749
53	0.009610901161
54	0.009135950954
55	0.008674389649
56	0.008211500045
57	0.007891475079
58	0.007535495731
59	0.007157316568
60	0.0068514427
61	0.006503575466
62	0.006219690032
63	0.005994645762
64	0.00572147138
65	0.005411244579
66	0.005208372896
67	0.005074375359
68	0.004880302723
69	0.004708285623
70	0.004500968886
71	0.00434600807
72	0.004187519028
73	0.004058140735
74	0.003906212343
75	0.003795573177
76	0.003664284954
77	0.003537821567
78	0.003415363569
79	0.00330640587
80	0.003206943311
81	0.003121029096
82	0.003039818475
83	0.002926744974
84	0.002843397949
85	0.002809068558
86	0.002731460263
87	0.00265500589
88	0.002573412465
89	0.002482936199
90	0.002412902995
91	0.002359453766
92	0.002300016222
93	0.00224239864
94	0.002188236766
95	0.002139682719
96	0.002082191014
97	0.002033769066
98	0.001985675627
99	0.001943427972
100	0.00190184616
101	0.001867203812
102	0.001830418528
103	0.001800547467
104	0.001764341177
105	0.001726653256
106	0.001704482892
107	0.001664932012
108	0.001634257307
109	0.001607629802
110	0.001583845114
111	0.001555806876
112	0.001528147836
113	0.001500418968
114	0.00147015751
115	0.001445234142
116	0.001415897385
117	0.001385278115
118	0.001355969892
119	0.001335706631
120	0.001317715176
121	0.001297881378
122	0.001288608798
123	0.001257415966
124	0.001235960523
125	0.001216723211
126	0.001196540431
127	0.001175397342
128	0.001161732975
129	0.001143757331
130	0.001135169064
131	0.00111624165
132	0.001107254399
133	0.001099981014
134	0.00108833317
135	0.001067049143
136	0.00105041119
137	0.001038630194
138	0.001023393008
139	0.001008951634
140	0.0009908530304
141	0.0009786488497
142	0.0009648913883
143	0.0009570853635
144	0.0009426693442
145	0.0009300094849
146	0.0009180050553
147	0.0009065984784
148	0.0008950463144
149	0.0008786784354
150	0.0008656862327
151	0.0008564278474
152	0.0008461338276
153	0.0008461431166
154	0.0008348749616
155	0.0008231420027
156	0.000816004848
157	0.0008159873333
158	0.0008078112305
159	0.000798533282
160	0.0007985368799
161	0.0007985298835
162	0.0007893914181
163	0.0007893909334
164	0.0007775884342
165	0.0007689163377
166	0.0007608092261
167	0.0007504589231
168	0.0007504664467
169	0.0007504664467
170	0.0007504618793
171	0.0007429162282
172	0.0007429228889
173	0.0007340545918
174	0.0007340463662
175	0.0007340200769
176	0.0007254571018
177	0.0007254657826
178	0.0007254602701
179	0.0007183585948
180	0.0007108587806
181	0.0007108617535
182	0.0007018917235
183	0.0007018917235
184	0.0007018917235
185	0.0007018892354
186	0.0006943799713
187	0.0006871451318
188	0.0006845466934
189	0.0006760045403
190	0.0006760041829
191	0.000667913723
192	0.000667913723
193	0.0006600152683
194	0.0006600015727
195	0.0006600075571
196	0.0006523286479
197	0.0006443337282
198	0.0006379366727
199	0.0006379366727
200	0.0006379390503
201	0.0006379287403
202	0.0006300003661
203	0.000629993735
204	0.0006299829492
205	0.0006299912854
206	0.000629967663
207	0.0006234848099
208	0.0006234739007
209	0.0006234739007
210	0.0006234739007
211	0.0006234744832
212	0.0006234674869
213	0.0006234566793
214	0.0006234466972
215	0.0006234524514
216	0.0006234426776
217	0.0006234275405
218	0.0006140371762
219	0.000614023919
220	0.000614022745
221	0.000614022745
222	0.0006140244719
223	0.0006140273895
224	0.0006140193466
225	0.0006140149193
226	0.0006140143407
227	0.0006140089903
228	0.0006140060212
229	0.0006140044563
230	0.0006079041588
231	0.0006079080884
232	0.0006078967497
233	0.0006079040778
234	0.0006078833859
235	0.0006078827056
236	0.0006078758366
237	0.0006078695501
238	0.0006078695501
239	0.0006013293014
240	0.0006004799871
241	0.0005934511477
242	0.00059343536
243	0.0005934381246
244	0.0005868043691
245	0.0005868043691
246	0.0005868064278
247	0.0005867926216
248	0.0005868024892
249	0.0005785361503
250	0.0005785349891
251	0.0005785234884
252	0.0005785148076
253	0.0005785159135
254	0.000578510797
255	0.0005785032517
256	0.0005784860856
257	0.0005784847546
258	0.0005784779834
259	0.0005784661638
260	0.0005784702425
261	0.000578475359
262	0.000577292291
263	0.000577292291
264	0.0005772917419
265	0.0005772917419
266	0.0005772820067
267	0.0005772820067
